epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
0,0.9907611012458801,0.9986936450004578,0.0010000000474974513,0.0327056422829628,0.9997773766517639,0.9999992847442627,0.0017062355764210224
1,0.9984694719314575,0.9992955327033997,0.0010000000474974513,0.007951458916068077,0.9991095066070557,0.9999993443489075,0.0011355028254911304
2,0.9989425539970398,0.9996926188468933,0.0010000000474974513,0.005274697672575712,0.9991095066070557,0.9999971985816956,0.0026852614246308804
3,0.9992486238479614,0.9998495578765869,0.0005000000237487257,0.002983653452247381,0.9993321299552917,0.9999995827674866,0.0015856381505727768
